iter	Logloss
0	0.6322058784
1	0.567578385
2	0.5214733909
3	0.4796933333
4	0.445464119
5	0.4261806967
6	0.4024645471
7	0.3848084854
8	0.3670287261
9	0.3535632929
10	0.3443838257
11	0.3328699257
12	0.3236790288
13	0.3143763033
14	0.3065849664
15	0.3048386325
16	0.2986084179
17	0.2950966499
18	0.2907480357
19	0.2860581753
20	0.2828564489
21	0.2802212999
22	0.2761666362
23	0.2732676081
24	0.2672876385
25	0.2654379826
26	0.2595491091
27	0.2570652624
28	0.2549714931
29	0.2524133421
30	0.2504017465
31	0.2467784371
32	0.2434326045
33	0.2402295578
34	0.2387425443
35	0.2344925524
36	0.2330607858
37	0.2303566459
38	0.2278668683
39	0.2255078497
40	0.2241960029
41	0.2219199867
42	0.2199018397
43	0.2173991826
44	0.2132353312
45	0.2106446671
46	0.2094055501
47	0.2080908088
48	0.2061047699
49	0.2047641791
50	0.2034259568
51	0.2020851789
52	0.1999791394
53	0.1977351132
54	0.1970350525
55	0.1947116924
56	0.1933344791
57	0.1921294829
58	0.1904372013
59	0.1892760809
60	0.1883204238
61	0.186933049
62	0.1853221611
63	0.1831117387
64	0.1810357838
65	0.1796329992
66	0.1782353591
67	0.1762828721
68	0.1742728929
69	0.1726292108
70	0.1709426868
71	0.1695032884
72	0.1671374966
73	0.1652862427
74	0.1639484586
75	0.1619167912
76	0.1594071442
77	0.1583764555
78	0.1559873803
79	0.1539914855
80	0.151499934
81	0.1510161766
82	0.1497912027
83	0.1485242186
84	0.1463209446
85	0.1443389055
86	0.1432848717
87	0.1421653428
88	0.1411915955
89	0.1400473263
90	0.1389251973
91	0.1384385711
92	0.137631508
93	0.1368453978
94	0.1356167074
95	0.1331865387
96	0.131505113
97	0.1308792914
98	0.1292744286
99	0.1279030787
100	0.1274173986
101	0.1259687449
102	0.1240840566
103	0.1240202438
104	0.1224838438
105	0.1212757024
106	0.1199685283
107	0.1188498381
108	0.1170333585
109	0.1155532183
110	0.1147523917
111	0.1137190975
112	0.112776644
113	0.1112943161
114	0.1103382799
115	0.1095534014
116	0.1089033965
117	0.10742237
118	0.1060240278
119	0.1050805859
120	0.1039067076
121	0.1026829449
122	0.1003744117
123	0.09903595621
124	0.09868059976
125	0.09685238779
126	0.09594345182
127	0.09503106842
128	0.09424428579
129	0.09356486588
130	0.09289064822
131	0.09246209977
132	0.09113498825
133	0.09035469991
134	0.08967241505
135	0.08904759588
136	0.08827740293
137	0.08736391121
138	0.08641273308
139	0.08569874241
140	0.08493313395
141	0.08367987715
142	0.08255927581
143	0.08114234385
144	0.08042063478
145	0.07939047193
146	0.07847218984
147	0.0779102262
148	0.07650322664
149	0.07571640632
150	0.07481626758
151	0.07376917678
152	0.07297419642
153	0.07194136539
154	0.0712577722
155	0.070526944
156	0.06972469105
157	0.06873956811
158	0.0679749976
159	0.06703560633
160	0.06482963319
161	0.06429044922
162	0.0634732262
163	0.06287664592
164	0.06238531078
165	0.06165892826
166	0.06078505422
167	0.06003232733
168	0.05953236303
169	0.0590693159
170	0.05799198927
171	0.05706249471
172	0.05664433923
173	0.05603061549
174	0.0549686254
175	0.05442516369
176	0.05395730668
177	0.05316106204
178	0.05284252773
179	0.05245304235
180	0.05174927312
181	0.05097974957
182	0.05050446887
183	0.05004503597
184	0.04960139199
185	0.0489247088
186	0.04863094277
187	0.04818965871
188	0.04761764632
189	0.04716651073
190	0.04684426601
191	0.04636310509
192	0.04568817522
193	0.04521896486
194	0.04469694264
195	0.04432224444
196	0.04389743996
197	0.04329470327
198	0.04270651715
199	0.04228540902
200	0.04190403434
201	0.04152394647
202	0.04111492066
203	0.04056979673
204	0.03997313566
205	0.03936859573
206	0.03887891515
207	0.03837263811
208	0.03771100148
209	0.03713810806
210	0.03653404587
211	0.03601488093
212	0.0356908818
213	0.03531202651
214	0.0349018573
215	0.03447458053
216	0.03414148758
217	0.03372758022
218	0.0332547376
219	0.03291658505
220	0.0324486037
221	0.03193936922
222	0.03157165631
223	0.0311439635
224	0.03079529086
225	0.03055104094
226	0.03029773976
227	0.03012278032
228	0.02978106008
229	0.0295743389
